명칭,우편번호,주소,위도,경도,개요,문의 및 안내,개장일,쉬는날,이용시간,주차시설,시설정보
에코그린리조트,63024,제주특별자치도 제주시 한림읍 귀덕6길 94,33.4353143643,126.2914864406,"에코그린리조트는 제주도 한림읍 귀덕리에 위치해 있으며 호텔급 리조트 객실, 실내풀장이 갖춰진 풀빌라를 겸비한 복합형 테마 리조트 & 풀빌라이다. 바다와 한라산이 보이도록 디자인된 객실과 더불어 휴향 리조트로 4계절 내내 비즈니스 미팅, 결혼식, 각종모임은 물론 연인, 가족이 함께 즐기기에 손색이 없다. ※ 별관(그린펜션동)/신축(에코호텔동) 시설 및 가격은 홈페이지 참조",,,,,,
화조원,63035,제주특별자치도 제주시 애월읍 애원로 804,33.4113377321,126.3720160859,"화조원은 높은 하늘에 떠있는 매, 밤중에 눈을 밝히고 있는 올빼미, 오색의 매력을 가진 앵무새, 하얀 솜털의 귀여운 알파카 등 늘 멀리서 지켜볼 수밖에 없었던 다양한 새들과, 소형 동물들을 직접 체험할 수 있다. 맹금류 체험, 알파카 체험, 앵무새 체험, 맹금류 자유비행 관람 등 다양한 체험 프로그램이 운영되고 있다.",064-799-9988,2018-05-05,연중무휴,하절기(4월~10월) 09:00~18:00 (입장마감 17:00) 동절기(11월~3월) 09:00~17:30 (입장마감 16:30) 맹금류 / 호로조 비행공연 시간 11:00 / 13:00 / 15:00 / 16:30,있음(소형 150대 / 버스 30대),"주차가능,화장실있음"
제주대 벚꽃길,63243,제주특별자치도 제주시 제주대학로 102,33.4579467077,126.5624123787,"제주대 벚꽃길은 제주도에서 가장 유명한 벚꽃 명소 중 하나이다. 제주시청을 지나 1131번 도로를 타고 내려가다 보면 왼편으로 제주대학교 진입로가 나타난다. 제주대학교 입구까지 1km 남짓한 도로변에 벚나무들이 즐비하게 늘어서 있으며, 만개한 벚꽃을 보기 위해 많은 이들의 발걸음이 이어지고 있다. 꽃 터널을 지나가는 듯한 환상적인 기분을 느낄 수 있는 드라이브 코스로, 만개한 꽃송이가 떨어지는 광경이 눈이 내린 설경을 보는 것 전해질 정도로 아름다운 벚꽃길을 만끽할 수 있다.",제주관광정보센터 064-740-6000,,,상시,가능<br>요금 (무료),
제주탐나라공화국,63020,제주특별자치도 제주시 한림읍 한창로 897,33.3345121647,126.3256857208,"탐나라공화국은 제주 한림읍 금악리에 자리 잡은 대한민국 미니국가이다. 나무도 물도 없는 돌땅에 나무를 심어 숲을 만들고, 80여 개의 빗물연못으로 황무지 성공신화를 이루고 있는 탐나라공화국은 국내외 70여 개국의 여행자들이 찾는 제주의 숨은 보물이다. 이곳을 방문하려면 반드시 예약을 하고 여권을 발부받아야 하며 현장을 조성한 직원이 직접 스토리투어를 해 준다. 무(無)에서 유(有)를 만들고 길(道)을 내고 도덕경을 연결한 노자예술관이 있으며, 전국에서 버려지는 헌책 30만권을 보관하는 헌책도서관으로도 유명하다. 제주의 화산석을 녹여 도자나 공예품을 만들고 있는데 현장에서 직접 체험도 가능하다. 돌가루와 점토를 섞은 도자체험, 용암을 녹이는 용해로체험, 천에 염색을 해보는 스카프 만들기 체험도 있다. 춘천 남이섬에 나미나라공화국을 만든 강우현 대표가 2014년부터 제주에 정착해서 직접 조성한 이 공간에는 누구나 나무를 심거나 채소를 가꿀 수 있는 ‘여행자가 가꾸는 여행지’로도 알려져 있다. 황무지를 숲으로 만든 2만여 그루의 나무들 가운데 1만5천 그루 이상은 지역 주민과 방문자들이 심은 것이다. 탐나라공화국에는 수많은 길이 있어 자연과 정신, 문화 속에서 나만의 시간을 만끽하는 이들에게 좋다. 뒤쪽에 있는 곶자왈 숲길을 거닐며 자연과 몸이 하나가 되어 명상, 호흡이 어우러진 웰니스 프로그램을 체험할 수도 있다.",064-772-2878,2014-02-21,연중무휴,10:00~18:00 ※ 사전 예약 방문,주차가능(소형 80대/ 대형 10대 주차가능),
한라산소주 공장투어,63012,제주특별자치도 제주시 한림읍 한림로 555,33.4077974098,126.2561567959,"70년 전통과 역사, 제주 대표 소주 한라산소주가 만들어지는 과정을 가이드의 상세한 안내와 함께 만나볼 수 있다. 화산암반수로 만든 맑고 깨끗한 한라산소주를 경험할 수 있는 시음장, 한라산과 비양도가 보이는 옥상정원은 특별한 추억을 선물해준다.",064-729-1950,,매주 월요일~목요일,"13:00, 14:30, 16:00",가능,
휴림,63062,제주특별자치도 제주시 애월읍 광령남서길 40,33.4438100372,126.4287993085,"휴림은 2017년 개장한 에코힐링파크로 남녀노소 온가족이 함께 즐길 수 있는 숲속 체험을 제공한다. 제주시산림조합에서 운영하며 산림자원의 새로운 부가가치를 창출하기 위해 제주의 산림자원을 활용하여 조성되어있어 제주의 숲내음을 온몸으로 맡으며 휴식을 즐길 수 있다. 양묘체험, 임산물 생산체험, 숲속캠핑, 글램핑, 카라반 등을 체험할 수 있으며, 유치원 등의 단체가 이용할 수 있는 유아숲속 놀이터를 운영하고 있다. 산림부산물인 편백 톱밥을 활용한 톱밥효소 찜질 체험장도 있어 숲이 주는 자연치유력과 힐링을 느끼는 느긋함도 가져볼 수 있다. 그 밖에 꽃말을 이용한 식물을 식재해서 기념품을 가져갈수 있는 story tree체험, 기념식수를 식재하여 1년 후 가져가거나 지역 사회에 기증할수 있는 meet tree 체험, 목공을 이용해 생활소품을 만드는 DIY체험도 진행하고 있다.",064-799-4883,,,09:00~18:00,가능<br>요금(무료),화장실있음
한라산 백록담,"690-200,1",제주특별자치도 서귀포시 토평동산 15-1,33.3444755049,126.5364394223,"제주특별자치도 중앙부에 솟아 있는 한라산 정상의 화구호인 백록담은 남북 길이 약 400m, 동서 길이 600m, 둘레 1,720m, 표고 1841.7m, 깊이 108m의 타원형 분화구이다. 한라산 정상에 있는 만큼 남한에서 가장 높은 산정 화구호로 침식에 거의 영향을 받지 않아 순상 화산(방패를 엎어 놓은 듯한 완경사를 이룬 화산)의 원지형이 잘 보존되어 학술 가치가 크고 빼어난 경관을 보여준다. 또 한겨울 쌓인 눈이 여름철까지 남아 있어 녹담만설이라는 영주 12경 중의 하나로 자연경관적 가치가 매우 뛰어나다. 한라산 백록담에는 장마철 집중호우가 내려 만수가 되면 208,264㎥가 넘는 화구호의 3분의 2가 물에 잠기는 장관을 이룬다. 그러나 요즘에는 자연 증발과 화구호 바닥의 퇴적층으로 물이 빠짐으로 인해 수량이 많이 줄어들고 있다. 초원으로 이루어진 백록담 내 분지에는 맑은 날이면 노루들이 한가로이 풀을 뜯거나 화구호의 물을 마시는 광경을 볼 수 있다. 이들 노루들은 화구호 사면에 자생하고 있는 구상나무숲에 보금자리를 틀고 사는 전설의 흰 노루들의 후예들인 셈이다. 백록담 주변과 화구호 내에는 구상나무, 돌매화나무, 한라솜다리, 섬매자나무, 매발톱, 한라구절초 등 희귀한 고산 식물이 많이 자라고 있어 생태적 가치가 크다. 특히 정상의 바위벽에서 자라는 돌매화나무는 키가 2㎝에 불과하여 세계에서 가장 키가 작은 나무로 알려져 있다. 그러나 돌매화는 서북풍이 매섭게 몰아치는 바위벽에 자신의 뿌리를 박은 채 이슬을 머금고 자란다. 초여름에는 순백의 매화를 닮은 꽃을 피우는데 그 자태가 고고하기 이를 데 없다. 한라산 정상 등반코스로는 성판악 탐방로(편도 4시간 30분/9.6km)와 관음사 탐방로(편도 5시간/8.7km)를 이용할 수 있으며 2020년 2월 1일부터 성판악 및 관음사코스에 한해서 등반 예약제가 시행되니 반드시 한라산 탐방 예약 시스템을 통해 예약을 한 후 등반을 하여야 하며, 한라산 기상 상황에 따라 입산이 전면이나 부분 통제될 수 있으니 탐방 전 한라산국립공원 홈페이지에서 통제 여부를 확인하여야 한다.",한라산국립공원(어리목본소) 064-713-9950~1,,연중무휴 <br>※ 기상 여건에 따라 입산 금지 및 제한구역이 있음,- 동절기(11~2월) 06:00~일몰전<br> - 하절기 / 춘추절기(3~10월) 05:00~일몰전<br> ※ 당일 탐방이 원칙이며 일몰 전에 하산이 완료되어야 함,가능(한라산 공원 내 6개소),"주차가능,화장실있음"
고살리 숲길,63607,제주특별자치도 서귀포시 남원읍,33.3172933815,126.598479099,"고살리는 계곡에 샘을 이룬 터와 주변을 말하며 연중 물이 고이고 흐르는 곳으로서 하례리 마을의 상징이기도 하다. 제주도 남단에 위치한 남원읍 하례리는 2013년 환경부 지정 자연생태우수 마을로 지정된 곳이다. 자연환경과 생태가 잘 보존이 된 곳임을 입증하였고, 이를 인정받은 것이다. 한라산 남쪽의 첫 마을인 하례리에는 고살리라 부르는 샘이 있으며 이곳을 출발로 생태 하천 옆을 지나는 자연 탐방로가 만들어져 있다. 바로, 제주 곶자왈 숲을 온전히 보여주는 고살리 숲길이다. 촉촉한 제주의 속살을 온몸으로 느낄 수 있는 곳이지만 일반 사람들에게 많이 알려지지 않아 조용하고 여유로운 산책을 즐길 수 있는 숲길이다. 난대림의 상록수가 주를 이루고, 다양한 식물이 함께 자라고 있는 이곳은 사람의 손길이 닿지 않아 자연 그대로의 모습을 그대로 간직하고 있다. 그만큼 길이 평탄치 않고 고르지 않으니 조심히 걸어야 한다. 또한 마을 주민들의 삶과 자연이 살아가는 이야기를 들을 수 있는 하례리 생태관광 프로그램으로 고살리 숲길 트레킹을 진행하고 있다. 오전 10시, 오후 2시 두 타임으로 진행되는 고살리 숲길 트레킹의 홈페이지 사전 신청은 필수다. 편도 2.1km의 이 숲길은 쉬지 않고 꼬닥꼬닥 걷다 보면 왕복 두 시간 정도가 소요된다. 또한 고살리숲길에서 빼놓을 수 없는 사진 포인트로 사시사철 물이 고여 있는 속괴를 놓치지 말고 담아가는 것이 좋다.",064-733-8009,,,"평일 : 10:00 시 이후<br> 토,일요일 : 14:00 이후",가능,
하도해변,63363,제주특별자치도 제주시 구좌읍 해맞이해안로 1973,33.5135348561,126.8988152454,"하도해변은 제주시에서 동쪽으로 향하는 해안 도로 구좌읍 하도리에 위치한 해변이다. 수심이 낮아 아이들과 함께 온 가족 단위 피서객들로 가득하다. 찾는 관광객이 많지 않아 상대적으로 물이 깨끗하고 전망도 좋다. 바다낚시와 야영도 함께 즐길 수 있고, 야외 웨딩 촬영으로도 많이 방문한다. 파도도 높지 않아 서핑, 피싱 카약, 스노클링, 페달보트 등 해양레저체험이 가능하며, 다양한 해양 생물들을 만날 수 있다. ◎ 한류의 매력을 만나는 여행 정보 - 예능 <먹보와 털보> 제주에서 가장 아름답기로 유명한 해안 도로의 하도리 도로변에 위치한 해수욕장이다. 제주의 다른 해수욕장에 비해 한적하고, 넓은 백사장과 얕고 맑은 바다를 갖춘 곳으로 온화한 경관이 펼쳐진다. 파도가 높지 않고 잔잔해 스노클링, 카약 등의 해양 레저 체험을 할 수 있으며 <먹보와 털보>의 비와 노홍철처럼 조용히 간이 테이블과 의자를 펴고 커피를 마셔도 좋다.",064-728-7783,,연중무휴,00:00 ~ 24:00,가능,
왕이메오름,63524,제주특별자치도 서귀포시 안덕면 광평리산 79,33.3421787614,126.3750562608,"서귀포시에 위치한 왕이메오름은 오름을 찾아가는 길도 쉽고 오르기에 그리 힘이 들지도 않으면서 제주의 숲길과 오름의 진수를 모두 만끽할 수 있는 오름이다. 이 오름은 먼 옛날 탐라국 삼신왕이 이곳에 와서 사흘 동안 기도를 드렸다고 해서 [왕이메]라는 이름이 붙었다. 오름은 여러 개의 크고 작은 봉우리가 어깨를 맞대어 하나의 커다란 산을 이루고 있으며, 오름 정상에는 산굼부리와 흡사한 깔때기 모양의 커다란 원형 분화구가 있고 화구주위가 작은 굼부리들로 이루어진 복합 화산체이다. 이 때문에 동쪽의 산굼부리와 자주 비교되기도 한다. 오름 입구에서는 정상으로 가는 길과 둘레길로 돌아갈 수 있는 길이 있는데, 둘레길을 통해 오름을 다 보는 데 최대 1시간 30분 정도 소요된다. 입구 초반 자연 그대로의 삼나무 숲길과 굼부리 내부까지 들어가 오름의 속살을 느끼면서 걸을 수 있는 것이 이곳의 매력이다. 이 오름은 개인 사유지로 도민과 관광객을 위해 부분적으로 개방한 곳이니, 승인된 등산로로만 다녀야 한다.",제주관광정보센터 064-740-6000,,산책로 : 연중개방 / 오름 탐방 : 전화 문의 요망,09:00~17:00 (입산 마감 15:30),가능 (공용주차장 이용),
제주 무지개해안도로,,제주특별자치도 제주시 도두일동 1734,33.5093895815,126.4724745846,"도두동 무지개 해안도로는 공항에서 차로 10분 거리에 있는 이색 도로다. 차량 추락을 막기 위해 해안도로를 따라 설치된 방호벽에 색을 입혀보자는 주민들의 의견을 반영하여 무지개색으로 칠했는데, 관광객들 사이에서 도두동 무지개 해안도로로 불리면서 명소가 되었다. 주변에는 해녀상을 비롯한 여러 조각상이 있어 구경하는 재미가 있고, 걸어서 이동이 가능한 곳에 도두봉이 있는데, 올레길 코스이면서 숨은 비경 중 하나이다. 경사가 완만하여 오르기 어렵지 않다.",제주관광정보센터 064-740-6000,,연중무휴,상시,불가,
